Year,Lvl 3 BU Desc,BU,Scenario Label,Sum Cost Cat,Source Resource Category,Source Summ Resource,Source Summ Resource Desc,Source Resource and Desc,IPS Code and Description,Funding Project,Funding Project and Description,Funding Project Desc,Reason Desc,Proj Code and Desc,IPS Code and Desc,IT Org,Operational/EDE Project,Forecast Adjustment Reason,Date,Mechanism,Column59,Month,Target Adjustment,Accounting Period,DateKey,Owner Assigned Function of Project,Source,Source Resource Code,Financial Scenario
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Jan,0,1,20250101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Apr,0,4,20250401,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,May,0,5,20250501,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Jun,0,6,20250601,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Jul,0,7,20250701,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Aug,0,8,20250801,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Sep,0,9,20250901,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Oct,0,10,20251001,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Nov,0,11,20251101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Dec,0,12,20251201,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Jan,0,1,20250101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Apr,0,4,20250401,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,May,0,5,20250501,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Jun,0,6,20250601,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Jul,0,7,20250701,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Aug,0,8,20250801,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Sep,0,9,20250901,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Oct,0,10,20251001,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Nov,0,11,20251101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID004,F1PPTID004: MyService Console CI ,,,,,,,TT - ICO to IT My Service Console,2025-03-05 00:00:00.000,Target Table,,Dec,0,12,20251201,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jan,0,1,20250101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Apr,0,4,20250401,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,May,0,5,20250501,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jun,0,6,20250601,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jul,0,7,20250701,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Aug,0,8,20250801,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Sep,0,9,20250901,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Oct,0,10,20251001,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Nov,0,11,20251101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Dec,0,12,20251201,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jan,0,1,20250101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Apr,0,4,20250401,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,May,0,5,20250501,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jun,0,6,20250601,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jul,0,7,20250701,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Aug,0,8,20250801,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Sep,0,9,20250901,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Oct,0,10,20251001,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Nov,0,11,20251101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Dec,0,12,20251201,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jan,0,1,20250101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Apr,0,4,20250401,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,May,0,5,20250501,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jun,0,6,20250601,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jul,0,7,20250701,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Aug,0,8,20250801,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Sep,0,9,20250901,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Oct,0,10,20251001,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Nov,0,11,20251101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Dec,0,12,20251201,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jan,0,1,20250101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Apr,0,4,20250401,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,May,0,5,20250501,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jun,0,6,20250601,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jul,0,7,20250701,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Aug,0,8,20250801,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Sep,0,9,20250901,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Oct,0,10,20251001,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Nov,0,11,20251101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Dec,0,12,20251201,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jan,0,1,20250101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Apr,0,4,20250401,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,May,0,5,20250501,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jun,0,6,20250601,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Jul,0,7,20250701,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Aug,0,8,20250801,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Sep,0,9,20250901,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Oct,0,10,20251001,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Nov,0,11,20251101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPTID003,F1PPTID003: MyEntergy Continuous Improvement ,,,,,,,TT - ICO to IT MyEntergy,2025-03-05 00:00:00.000,Target Table,,Dec,0,12,20251201,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADJ - Adjustment Input,,F1PPITFIAH,F1PPITFIAH - Infrastructure Placeholder,,,,,,,Project not approved by Property,2025-02-18 00:00:00.000,Plan,,Nov,0,11,20251101,IT: IT,Adjusted Forecast,ADJ,Adjusted Forecast
